rainfall_24h,rainfall_7d,soil_moisture,slope_angle,elevation,ndvi,risk_score,risk_level
93.63502971184062,216.74749015136572,65.75967026268742,40.65413247428021,1814.6564136711193,0.36759469569669373,82.21422067859035,High
237.67857660247904,205.11325126687987,84.4345863439989,14.481249915784142,1733.843360812163,0.3329752817966928,100.0,High
182.99848545285127,725.941118611619,80.81287438321272,52.98170098451482,284.59778672522623,0.19973082562743105,100.0,High
149.66462104925915,207.1414978811098,32.311992375501895,38.72139314880828,2310.30239201921,0.5661766695862648,81.57754167062284,High
39.00466011060913,224.8402836416185,31.939957579317912,13.646213595632483,1442.756895284208,0.45513053643233453,39.54490317442662,Low
38.99863008405066,609.9246273101913,41.453949419593066,57.928593161466374,941.1275267824263,0.7858458434754031,85.82535908928857,High
14.520903042049865,365.2944755359266,48.88597810728298,33.510100483442635,1903.5195295635012,0.07729314340974952,69.68594701427119,Moderate
216.5440364437338,623.6013399945931,52.67644651267861,9.009414852941024,680.5453730840035,0.5972877384218575,99.36636959933887,High
150.2787529358022,61.63926447586434,74.37577734666762,39.475809742828694,1749.099100763485,0.6985065467348269,80.90406871385782,High
177.01814444901137,395.1812430019736,24.534434573266832,18.92593988570456,147.29245855200568,0.695563583810061,70.53337544076787,High
5.146123573950612,36.554744144793275,22.77381633808531,49.203139853251635,2106.549692142716,0.8031628720311964,38.21543440514794,Low
242.47746304049858,59.49603072973007,51.35284503551272,49.98021404614048,1148.0185752022303,0.66967868140507,98.49367296405852,High
208.11066020010543,726.0855881420847,75.77309537103844,58.842104572006406,1609.8976401769573,0.8386385524005419,100.0,High
53.084777669569036,120.00384318290018,35.47482743651861,32.602824206347705,592.032658526375,0.3327581098477577,47.68368295873302,Moderate
45.45624180177516,430.6123389974215,71.32035850050013,30.02262838502554,1708.8305960131975,0.47772800423881157,76.69297844041984,High
45.85112746335845,334.76552605455817,40.786251035223955,46.441158299556434,1941.9886759385276,0.061967713790457075,81.19033234195562,High
76.06056073988444,284.4012277444857,90.8868887050813,12.28588609880596,1209.372307866777,0.055913949207797534,74.08970005678553,High
131.18910790805947,720.8683430929452,91.65519554132932,35.08035325862183,1563.430963951396,0.2541076273837919,100.0,High
107.98625466052894,27.240483452636706,43.78297634250612,35.0436180071968,1167.9985133648765,0.13568611756822246,64.7022920905007,Moderate
72.80728504951048,534.3938520787153,38.39950031705924,9.921021754571296,2240.5238546817213,0.27117966274539057,72.3711334151959,High
152.96322368059487,771.0816030287049,52.9043177652985,27.989124702880247,1269.779492260082,0.2004868003491378,100.0,High
34.87346516301046,452.5328649348551,39.242526814411896,51.93066392119611,2112.4313371206063,0.074242021112851,89.57762413062636,High
73.03616213380454,750.0897450061425,73.79070746333629,52.08844920970631,2013.312542762109,0.8229085244451421,100.0,High
91.59046082342293,51.28372463595878,86.08517476386284,10.458071570582455,1055.7368123034735,0.0569896616805578,60.10309396061534,Moderate
114.01749605425898,340.8467220685875,73.84737047289735,9.989648551130697,613.7070050508138,0.6756698226865226,65.08861337305304,Moderate
